pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AENL1,1,0,1964,SHRI GOVINDA CH. PAIRA,,Nagaland,DIMAPUR TOWN,IND,,2226,M,1,4,FALSE,FALSE,56.38,504,12.77,,2,4
AENL1,2,0,1969,GOBINDA CH . PAIRA,,Nagaland,DIMAPUR TOWN,NNO,IND,2672,M,1,4,FALSE,TRUE,58.91,808,17.81,,2,4
AENL1,3,0,1974,GOBINDA CH. PAIRA,,Nagaland,DIMAPUR-I,UDF,NNO,1940,M,2,4,TRUE,TRUE,35,0,0,,2,4
AENL1,4,0,1977,GOBINDA CH. PAIRA,,Nagaland,DIMAPUR-III,UDF,UDF,1225,M,3,4,FALSE,FALSE,27.9,0,0,,2,4
AENL1025,4,0,1977,RAINBOW EZUNG,,Nagaland,WOKHA,IND,,3199,M,1,1,FALSE,FALSE,53.85,457,7.69,,1,1
AENL1100,4,0,1977,I. VIKHESHE,,Nagaland,DIMAPUR-II,INC,,3406,M,1,1,FALSE,FALSE,47.27,592,8.22,,1,1
AENL1117,1,0,1964,SHRI VIZOL,,Nagaland,SOUTHERN ANGAMI I I,IND,,1696,M,1,3,FALSE,FALSE,60.18,574,20.37,,3,3
AENL1117,3,0,1974,VIZOL,,Nagaland,SOUTHERN ANGAMI-II,UDF,IND,2410,M,1,3,FALSE,FALSE,63.57,1476,38.93,,3,3
AENL1117,4,0,1977,VIZOL,,Nagaland,SOUTHERN ANGAMI-II,UDF,UDF,0,M,1,3,FALSE,TRUE,,0,,,3,3
AENL1121,1,1,1966,K.V.KEDITSU,,Nagaland,NORTHERN ANGAMI (II),IND,,788,,1,4,FALSE,FALSE,56.41,179,12.81,,3,4
AENL1121,2,0,1969,K . VITSORE KEDITSU,,Nagaland,NORTHERN ANGAMI I I,NNO,IND,1115,M,1,4,FALSE,TRUE,29.51,234,6.19,,3,4
AENL1121,3,0,1974,K. V. KEDITSU,,Nagaland,NORTHERN ANGAMI-II,UDF,NNO,2201,M,1,4,TRUE,TRUE,33.1,270,4.06,,3,4
AENL1121,4,0,1977,KEGEISUO VITSORE KEDITSU,,Nagaland,NORTHERN ANGAMI-II,NCN,UDF,1499,M,3,4,TRUE,TRUE,24.54,1346,22.04,,3,4
AENL1137,4,0,1977,LHIWESHIELO,,Nagaland,PFUTSERO,UDF,,1568,M,1,1,FALSE,FALSE,38.94,727,18.05,,1,1
AENL121,2,0,1969,VEPARI,,Nagaland,PFUTSERO,IND,,608,M,3,3,FALSE,FALSE,19.62,0,0,,,3
AENL121,3,0,1974,VEPRARI,,Nagaland,PFUTSERO,IND,IND,1421,M,2,3,FALSE,FALSE,29.14,665,13.64,,,3
AENL121,4,0,1977,VEPARI,,Nagaland,PFUTSERO,NCN,IND,841,M,2,3,FALSE,FALSE,20.88,23,0.57,,,3
AENL1251,4,0,1977,CHUPFUO,,Nagaland,NORTHERN ANGAMI-II,UDF,,2589,M,1,1,FALSE,FALSE,42.39,722,11.82,,1,1
AENL1312,2,0,1969,TSUKJEMWATI,,Nagaland,ARKAKONG,IND,,1012,M,3,3,FALSE,FALSE,25.29,515,12.87,,1,3
AENL1312,3,0,1974,TSUKJUMWATI,,Nagaland,ARKAKONG,UDF,IND,3374,M,2,3,FALSE,FALSE,48.93,0,0,,1,3
AENL1312,4,0,1977,TSUKJEMWATI,,Nagaland,ARKAKONG,UDF,UDF,1806,M,1,3,FALSE,FALSE,35.69,656,12.96,,1,3
AENL136,2,0,1969,SOYIE,,Nagaland,CHIZAMI,IND,,618,M,2,3,FALSE,FALSE,22.11,203,7.26,,1,3
AENL136,3,0,1974,SOYIE,,Nagaland,CHIZAMI,IND,IND,1241,M,2,3,FALSE,FALSE,22.78,520,9.55,,1,3
AENL136,4,0,1977,SOYIE,,Nagaland,CHIZAMI,UDF,IND,1831,M,1,3,FALSE,FALSE,33.38,92,1.68,,1,3
AENL141,2,0,1969,MARHUTHO,,Nagaland,MELURI,UFN,,1072,M,1,3,FALSE,FALSE,35.1,264,8.64,,1,3
