pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEMN16145,3,0,1974,LAISRAM ACHAW SINGH,,Manipur,YAISKUL,SOP,,2778,M,3,1,FALSE,FALSE,30.76,0,0,,,1
AEMN198059,2,0,1972,PHEIROIJAM PARIJAT,,Manipur,LAMLAI,CPI,,2331,M,1,2,FALSE,FALSE,26.57,419,4.78,,2,2
AEMN198059,3,0,1974,PHEIROIJAM PARIJAT,,Manipur,LAMLAI,CPI,CPI,2797,M,1,2,FALSE,TRUE,29.98,778,8.34,,2,2
AEMN198194,3,0,1974,MAIBAM KUNJO,,Manipur,HIYANGLAM,MRP,,1908,M,1,1,FALSE,FALSE,20.04,24,0.25,,1,1
AEMN198412,3,0,1974,OKRAM JOY SINGH,,Manipur,LANGTHABAL,MRP,,2415,M,1,1,FALSE,FALSE,26.85,203,2.26,,1,1
AEMN198502,3,0,1974,ELANGBANI BIRAMANI,,Manipur,HIYANGLAM,INC,,1356,M,4,1,FALSE,FALSE,14.24,35,0.37,,,1
AEMN198803,1,0,1967,H . KANGJAMBA,,Manipur,THANGA,SSP,,4571,M,2,3,FALSE,FALSE,36.64,3475,27.86,,1,3
AEMN198803,2,0,1972,HAOBIJAM KANGJAMBA,,Manipur,THANGA,SOP,SSP,2878,M,1,3,TRUE,FALSE,41.66,1022,14.79,,1,3
AEMN198803,3,0,1974,HAOBIJAM KANJAMBA SINGH,,Manipur,THANGA,SOP,SOP,2585,M,3,3,FALSE,TRUE,30.21,0,0,,1,3
AEMN198844,2,0,1972,THOKCHOM ACHOUBA,,Manipur,KHANGABOX,CPI,,3623,M,1,2,FALSE,FALSE,48.07,1163,15.43,,2,2
AEMN198844,3,0,1974,THOKCHOM ACHOUBA,,Manipur,KHANGABOK,CPI,CPI,3491,M,1,2,FALSE,TRUE,33.43,671,6.43,,2,2
AEMN199200,3,0,1974,THOUDAM KRISHNA SINGH,,Manipur,THOUBAL,IND,,3157,M,2,1,FALSE,FALSE,28.04,316,2.81,,,1
AEMN199295,3,0,1974,PAOKHOSEI,,Manipur,SAITU,INC,,2446,M,2,1,FALSE,FALSE,20.74,149,1.26,,,1
AEMN199302,2,0,1972,PAUHEU,,Manipur,TAMEI,IND,,1224,M,1,2,FALSE,FALSE,24.11,42,0.83,,2,2
